rent_id,agreement_date,rent_start_date,rent_end_date,terms
949,2023-10-24,2023-10-26,2025-11-14,Lease agreement for Office in CA for 25 months. Condition: Good.
950,2023-07-03,2023-07-30,2026-06-14,Lease agreement for Studio in TX for 35 months. Condition: Good.
951,2024-12-29,2025-01-12,2027-08-30,Lease agreement for Office in FL for 32 months. Condition: Good.
952,2022-12-25,2023-01-09,2024-07-02,Lease agreement for Villa in CA for 18 months. Condition: Good.
953,2024-09-02,2024-09-15,2026-01-08,Lease agreement for Apartment in CA for 16 months. Condition: Fair.
954,2024-12-31,2025-01-22,2026-01-17,Lease agreement for Apartment in CA for 12 months. Condition: Fair.
955,2024-09-12,2024-09-23,2026-09-13,Lease agreement for House in NY for 24 months. Condition: Good.
956,2024-02-10,2024-03-03,2025-03-28,Lease agreement for Studio in CA for 13 months. Condition: Good.
957,2024-12-31,2025-01-15,2027-12-31,Lease agreement for Studio in CA for 36 months. Condition: Good.
958,2024-12-31,2025-01-13,2027-05-03,Lease agreement for Studio in CA for 28 months. Condition: Good.
959,2024-07-02,2024-07-04,2026-10-22,Lease agreement for House in NY for 28 months. Condition: Fair.
960,2024-12-31,2025-01-13,2025-12-09,Lease agreement for House in NY for 11 months. Condition: Fair.
961,2023-03-04,2023-03-25,2024-06-17,Lease agreement for Studio in CA for 15 months. Condition: Good.
962,2024-12-17,2024-12-20,2025-10-16,Lease agreement for Studio in CA for 10 months. Condition: Good.
963,2024-12-31,2025-01-26,2027-11-12,Lease agreement for Studio in CA for 34 months. Condition: Good.
964,2024-11-02,2024-11-10,2025-09-06,Lease agreement for Apartment in TX for 10 months. Condition: Good.
965,2024-12-31,2025-01-01,2027-02-20,Lease agreement for Apartment in TX for 26 months. Condition: Good.
966,2024-12-31,2025-01-26,2027-07-15,Lease agreement for Apartment in TX for 30 months. Condition: Good.
967,2020-09-26,2020-10-09,2023-09-24,Lease agreement for House in CA for 36 months. Condition: Good.
968,2023-10-01,2023-10-23,2024-12-16,Lease agreement for House in CA for 14 months. Condition: Good.
969,2024-03-19,2024-03-26,2026-12-11,Lease agreement for Villa in NY for 33 months. Condition: Good.
970,2024-12-31,2025-01-24,2025-07-23,Lease agreement for Villa in NY for 6 months. Condition: Good.
971,2024-12-31,2025-01-01,2027-06-20,Lease agreement for Villa in NY for 30 months. Condition: Good.
972,2024-11-22,2024-12-19,2027-11-04,Lease agreement for Villa in FL for 35 months. Condition: Good.
973,2024-12-31,2025-01-02,2025-07-31,Lease agreement for Villa in FL for 7 months. Condition: Good.
974,2023-02-04,2023-02-11,2024-07-05,Lease agreement for Villa in NY for 17 months. Condition: Good.
975,2024-09-07,2024-09-16,2026-10-06,Lease agreement for Villa in NY for 25 months. Condition: Good.
976,2021-06-13,2021-06-16,2024-03-02,Lease agreement for Villa in CA for 33 months. Condition: Good.
977,2024-03-15,2024-04-05,2025-01-30,Lease agreement for Villa in CA for 10 months. Condition: Good.
978,2023-01-08,2023-01-27,2023-11-23,Lease agreement for House in NY for 10 months. Condition: Good.
979,2024-08-14,2024-08-19,2027-05-06,Lease agreement for House in NY for 33 months. Condition: Good.
980,2024-12-31,2025-01-01,2025-12-27,Lease agreement for House in NY for 12 months. Condition: Good.
981,2023-07-30,2023-08-12,2026-03-29,Lease agreement for Villa in TX for 32 months. Condition: Good.
982,2024-12-31,2025-01-15,2027-12-01,Lease agreement for Villa in TX for 35 months. Condition: Good.
983,2024-11-14,2024-11-20,2025-10-16,Lease agreement for Studio in TX for 11 months. Condition: Good.
984,2023-08-13,2023-09-12,2024-03-10,Lease agreement for Studio in CA for 6 months. Condition: Good.
985,2022-12-16,2022-12-18,2025-01-06,Lease agreement for Villa in FL for 25 months. Condition: Good.
986,2024-12-31,2025-01-07,2027-12-23,Lease agreement for Villa in FL for 36 months. Condition: Good.
987,2022-06-09,2022-06-10,2024-05-30,Lease agreement for Studio in NY for 24 months. Condition: Fair.
988,2024-09-25,2024-10-15,2025-08-11,Lease agreement for Studio in NY for 10 months. Condition: Fair.
989,2024-05-12,2024-05-17,2026-03-08,Lease agreement for Office in IL for 22 months. Condition: Fair.
990,2024-12-31,2025-01-28,2025-09-25,Lease agreement for Office in IL for 8 months. Condition: Fair.
991,2024-12-31,2025-01-19,2028-01-04,Lease agreement for Office in IL for 36 months. Condition: Fair.
992,2022-07-30,2022-08-07,2025-05-23,Lease agreement for Office in FL for 34 months. Condition: Poor.
993,2024-12-31,2025-01-24,2026-05-19,Lease agreement for Office in FL for 16 months. Condition: Poor.
994,2024-06-02,2024-06-19,2026-07-09,Lease agreement for Studio in IL for 25 months. Condition: Good.
995,2023-03-14,2023-03-26,2024-04-19,Lease agreement for Apartment in CA for 13 months. Condition: Fair.
996,2024-07-09,2024-07-16,2026-03-08,Lease agreement for Apartment in CA for 20 months. Condition: Fair.
997,2024-12-31,2025-01-25,2028-01-10,Lease agreement for Apartment in CA for 36 months. Condition: Fair.
998,2024-12-28,2025-01-03,2025-12-29,Lease agreement for Apartment in NY for 12 months. Condition: Fair.
999,2024-12-10,2025-01-03,2026-04-28,Lease agreement for Apartment in NY for 16 months. Condition: Poor.
1000,2024-12-31,2025-01-24,2025-10-21,Lease agreement for Apartment in NY for 9 months. Condition: Poor.
1001,2024-12-23,2024-12-25,2026-02-18,Lease agreement for Office in TX for 14 months. Condition: Fair.
1002,2024-12-31,2025-01-26,2026-01-21,Lease agreement for Office in TX for 12 months. Condition: Fair.
1003,2024-12-31,2025-01-11,2026-03-07,Lease agreement for Office in TX for 14 months. Condition: Fair.
1004,2024-02-15,2024-02-17,2026-08-05,Lease agreement for Studio in NY for 30 months. Condition: Fair.
1005,2024-12-31,2025-01-26,2027-07-15,Lease agreement for Studio in NY for 30 months. Condition: Fair.
1006,2023-07-25,2023-08-03,2025-08-22,Lease agreement for Studio in IL for 25 months. Condition: Fair.
1007,2024-05-03,2024-05-17,2025-12-08,Lease agreement for Villa in FL for 19 months. Condition: Good.
1008,2024-12-31,2025-01-13,2025-10-10,Lease agreement for Villa in FL for 9 months. Condition: Good.
1009,2024-12-31,2025-01-27,2025-08-25,Lease agreement for Villa in FL for 7 months. Condition: Good.
1010,2022-09-05,2022-09-20,2023-08-16,Lease agreement for Apartment in FL for 11 months. Condition: Good.
1011,2024-03-16,2024-03-17,2027-03-02,Lease agreement for Apartment in FL for 36 months. Condition: Good.
1012,2024-10-03,2024-10-15,2025-08-11,Lease agreement for House in NY for 10 months. Condition: Good.
1013,2024-12-22,2025-01-08,2025-08-06,Lease agreement for Office in IL for 7 months. Condition: Fair.
1014,2022-07-22,2022-07-25,2023-09-18,Lease agreement for Apartment in NY for 14 months. Condition: Good.
1015,2024-08-28,2024-09-12,2026-12-31,Lease agreement for Villa in CA for 28 months. Condition: Fair.
1016,2024-12-31,2025-01-22,2027-07-11,Lease agreement for Villa in CA for 30 months. Condition: Fair.
1017,2024-12-31,2025-01-23,2025-12-19,Lease agreement for Villa in CA for 11 months. Condition: Fair.
1018,2021-02-04,2021-02-19,2023-08-08,Lease agreement for Office in CA for 30 months. Condition: Fair.
1019,2024-02-12,2024-02-14,2026-12-30,Lease agreement for Office in CA for 35 months. Condition: Fair.
1020,2024-12-31,2025-01-29,2026-10-21,Lease agreement for Office in CA for 21 months. Condition: Fair.
1021,2023-06-02,2023-06-23,2024-04-18,Lease agreement for Studio in CA for 10 months. Condition: Poor.
1022,2024-12-07,2024-12-13,2026-11-03,Lease agreement for Office in IL for 23 months. Condition: Fair.
1023,2023-07-03,2023-07-05,2025-06-24,Lease agreement for Office in TX for 24 months. Condition: Poor.
1024,2024-12-31,2025-01-19,2027-02-08,Lease agreement for Office in TX for 25 months. Condition: Poor.
1025,2024-09-16,2024-10-09,2025-08-05,Lease agreement for Office in IL for 10 months. Condition: Fair.
1026,2024-10-17,2024-11-08,2027-03-28,Lease agreement for Villa in TX for 29 months. Condition: Fair.
1027,2024-12-31,2025-01-24,2027-02-13,Lease agreement for Villa in TX for 25 months. Condition: Fair.
1028,2024-12-31,2025-01-12,2026-06-06,Lease agreement for Villa in TX for 17 months. Condition: Fair.
1029,2023-01-06,2023-01-30,2025-01-19,Lease agreement for House in CA for 24 months. Condition: Fair.
1030,2020-04-05,2020-04-13,2022-07-02,Lease agreement for Villa in CA for 27 months. Condition: Fair.
1031,2024-08-06,2024-08-15,2026-03-08,Lease agreement for Villa in CA for 19 months. Condition: Fair.
1032,2024-12-31,2025-01-19,2027-08-07,Lease agreement for Villa in CA for 31 months. Condition: Fair.
1033,2021-08-15,2021-08-20,2022-02-16,Lease agreement for Studio in NY for 6 months. Condition: Poor.
1034,2024-05-19,2024-06-16,2026-12-03,Lease agreement for Studio in NY for 30 months. Condition: Poor.
1035,2024-07-12,2024-08-02,2026-09-21,Lease agreement for Studio in FL for 26 months. Condition: Good.
1036,2024-12-31,2025-01-28,2026-06-22,Lease agreement for Studio in FL for 17 months. Condition: Good.
1037,2024-05-23,2024-06-19,2025-04-15,Lease agreement for Apartment in TX for 10 months. Condition: Fair.
1038,2024-12-31,2025-01-12,2025-07-11,Lease agreement for Apartment in TX for 6 months. Condition: Fair.
1039,2022-11-01,2022-11-12,2025-06-29,Lease agreement for Office in CA for 32 months. Condition: Fair.
1040,2024-09-23,2024-10-01,2027-07-18,Lease agreement for Studio in IL for 34 months. Condition: Good.
1041,2024-07-02,2024-07-12,2026-02-02,Lease agreement for Apartment in IL for 19 months. Condition: Fair.
1042,2024-11-11,2024-12-03,2025-10-29,Lease agreement for Villa in FL for 11 months. Condition: Fair.
1043,2024-12-31,2025-01-23,2027-07-12,Lease agreement for Villa in FL for 30 months. Condition: Fair.
1044,2024-12-31,2025-01-22,2026-07-16,Lease agreement for Villa in FL for 18 months. Condition: Fair.
1045,2024-05-17,2024-06-04,2026-09-22,Lease agreement for House in IL for 28 months. Condition: Fair.
1046,2024-12-31,2025-01-08,2025-07-07,Lease agreement for House in IL for 6 months. Condition: Fair.
1047,2022-07-30,2022-08-12,2023-09-06,Lease agreement for Apartment in NY for 13 months. Condition: Fair.
1048,2024-11-16,2024-12-15,2026-07-08,Lease agreement for Apartment in NY for 19 months. Condition: Fair.
1049,2024-12-31,2025-01-19,2025-10-16,Lease agreement for Apartment in NY for 9 months. Condition: Fair.
1050,2024-10-20,2024-11-02,2025-09-28,Lease agreement for Studio in CA for 11 months. Condition: Poor.
1051,2024-05-26,2024-06-05,2025-11-27,Lease agreement for Apartment in CA for 18 months. Condition: Good.
1052,2024-12-31,2025-01-18,2027-05-08,Lease agreement for Apartment in CA for 28 months. Condition: Good.
1053,2022-02-10,2022-02-11,2024-04-01,Lease agreement for Studio in FL for 26 months. Condition: Good.
1054,2024-12-30,2025-01-28,2026-11-19,Lease agreement for Studio in NY for 22 months. Condition: Fair.
1055,2024-12-29,2024-12-30,2027-01-19,Lease agreement for Studio in TX for 25 months. Condition: Good.
1056,2024-12-31,2025-01-18,2025-09-15,Lease agreement for Studio in TX for 8 months. Condition: Good.
1057,2024-12-31,2025-01-04,2025-11-30,Lease agreement for Studio in TX for 11 months. Condition: Good.
1058,2022-05-17,2022-06-03,2023-09-26,Lease agreement for Office in FL for 16 months. Condition: Fair.
1059,2024-02-04,2024-02-12,2027-01-27,Lease agreement for Office in FL for 36 months. Condition: Fair.
1060,2024-12-31,2025-01-15,2026-01-10,Lease agreement for Office in FL for 12 months. Condition: Fair.
1061,2023-11-27,2023-12-15,2024-10-10,Lease agreement for Apartment in FL for 10 months. Condition: Good.
1062,2024-07-27,2024-08-14,2026-11-02,Lease agreement for Apartment in TX for 27 months. Condition: Fair.
1063,2024-09-13,2024-10-08,2027-01-26,Lease agreement for Villa in FL for 28 months. Condition: Good.
1064,2024-12-31,2025-01-01,2025-11-27,Lease agreement for Villa in FL for 11 months. Condition: Good.
1065,2024-01-28,2024-02-12,2024-10-09,Lease agreement for House in CA for 8 months. Condition: Fair.
1066,2024-08-27,2024-09-03,2027-01-21,Lease agreement for House in FL for 29 months. Condition: Good.
1067,2024-12-31,2025-01-12,2027-07-01,Lease agreement for House in FL for 30 months. Condition: Good.
1068,2022-08-29,2022-09-18,2025-02-04,Lease agreement for Apartment in IL for 29 months. Condition: Good.
1069,2024-12-28,2025-01-07,2027-06-26,Lease agreement for Office in FL for 30 months. Condition: Fair.
1070,2024-12-31,2025-01-13,2027-02-02,Lease agreement for Office in FL for 25 months. Condition: Fair.
1071,2024-12-31,2025-01-25,2027-10-12,Lease agreement for Office in FL for 33 months. Condition: Fair.
1072,2024-08-03,2024-09-02,2027-06-19,Lease agreement for House in TX for 34 months. Condition: Good.
1073,2022-03-27,2022-04-14,2023-05-09,Lease agreement for Studio in TX for 13 months. Condition: Good.
1074,2024-09-17,2024-10-16,2026-03-10,Lease agreement for Studio in TX for 17 months. Condition: Good.
1075,2024-12-31,2025-01-29,2027-01-19,Lease agreement for Studio in TX for 24 months. Condition: Good.
1076,2023-07-08,2023-07-18,2024-12-09,Lease agreement for Studio in TX for 17 months. Condition: Good.
1077,2024-10-22,2024-11-10,2025-12-05,Lease agreement for Office in TX for 13 months. Condition: Good.
1078,2024-12-31,2025-01-09,2026-04-04,Lease agreement for Office in TX for 15 months. Condition: Good.
1079,2024-12-31,2025-01-19,2026-10-11,Lease agreement for Office in TX for 21 months. Condition: Good.
1080,2022-10-04,2022-10-29,2024-12-17,Lease agreement for House in CA for 26 months. Condition: Fair.
1081,2024-12-20,2024-12-21,2027-01-10,Lease agreement for House in CA for 25 months. Condition: Fair.
1082,2023-04-22,2023-05-19,2026-04-03,Lease agreement for Apartment in NY for 35 months. Condition: Good.
1083,2024-12-31,2025-01-10,2027-09-27,Lease agreement for Apartment in NY for 33 months. Condition: Good.
1084,2024-12-31,2025-01-07,2026-09-29,Lease agreement for Apartment in NY for 21 months. Condition: Good.
1085,2023-12-12,2024-01-11,2024-10-07,Lease agreement for Apartment in NY for 9 months. Condition: Good.
1086,2024-11-26,2024-12-26,2026-05-20,Lease agreement for Apartment in NY for 17 months. Condition: Good.
1087,2024-12-31,2025-01-13,2027-01-03,Lease agreement for Apartment in NY for 24 months. Condition: Good.
1088,2023-12-30,2024-01-01,2026-07-19,Lease agreement for Office in CA for 31 months. Condition: Fair.
1089,2024-12-31,2025-01-28,2026-07-22,Lease agreement for Office in CA for 18 months. Condition: Fair.
1090,2024-11-17,2024-11-22,2027-04-11,Lease agreement for Studio in IL for 29 months. Condition: Fair.
1091,2024-12-31,2025-01-08,2027-05-28,Lease agreement for Studio in IL for 29 months. Condition: Fair.
1092,2021-09-03,2021-09-29,2023-05-22,Lease agreement for Studio in NY for 20 months. Condition: Good.
1093,2024-01-12,2024-02-01,2025-07-25,Lease agreement for Studio in NY for 18 months. Condition: Good.
1094,2024-12-31,2025-01-26,2027-02-15,Lease agreement for Studio in NY for 25 months. Condition: Good.
1095,2024-05-21,2024-06-20,2026-05-11,Lease agreement for Office in CA for 23 months. Condition: Good.
1096,2024-12-31,2025-01-08,2026-05-03,Lease agreement for Office in CA for 16 months. Condition: Good.
1097,2024-04-10,2024-05-09,2027-03-25,Lease agreement for House in FL for 35 months. Condition: Good.
1098,2023-12-17,2024-01-07,2024-09-03,Lease agreement for Office in IL for 8 months. Condition: Good.
1099,2024-09-26,2024-10-12,2027-07-29,Lease agreement for Office in IL for 34 months. Condition: Good.
1100,2024-12-31,2025-01-25,2026-11-16,Lease agreement for Office in IL for 22 months. Condition: Good.
1101,2024-04-07,2024-04-10,2027-03-26,Lease agreement for Studio in IL for 36 months. Condition: Good.
1102,2024-12-31,2025-01-17,2025-08-15,Lease agreement for Studio in IL for 7 months. Condition: Good.
1103,2024-12-31,2025-01-04,2025-12-30,Lease agreement for Studio in IL for 12 months. Condition: Good.
1104,2023-12-15,2023-12-29,2024-11-23,Lease agreement for Villa in CA for 11 months. Condition: Fair.
1105,2024-12-26,2025-01-09,2027-12-25,Lease agreement for Villa in CA for 36 months. Condition: Fair.
